label,text,target,pred,tensor
Personal,"সাব্বাস রানু মন্ডল, অতীত মনে রাখিস না, উকুনের ভয় আছে ",0,0,"tensor([9.9632e-01, 7.1732e-04, 3.9961e-04, 9.6837e-04, 1.5920e-03],
       device='cuda:0')"
Political,ছাএলীগ আর গাধার মধ্যে এখন আর কোন ভেদাবেদ নেই,1,0,"tensor([9.8568e-01, 3.6763e-03, 8.9284e-04, 8.1201e-03, 1.6285e-03],
       device='cuda:0')"
Gender abusive,খানকি মাগিদের কি সুন্দর ব্যবসা? ,4,4,"tensor([8.5251e-04, 7.6940e-04, 1.8344e-04, 8.6341e-04, 9.9733e-01],
       device='cuda:0')"
Personal,"জানি তোর পেটে বিদ্যা নেই,  তাই গুছিয়ে কথা বলতো পারিসনা ",0,0,"tensor([9.9248e-01, 1.8131e-03, 4.9455e-04, 7.9147e-04, 4.4164e-03],
       device='cuda:0')"
Religious,"তেহারিতে গোÑমাংস, চারুকলার ক্যান্টিন মালিককে মারধর ",2,3,"tensor([0.4044, 0.0034, 0.0321, 0.5285, 0.0316], device='cuda:0')"
Geopolitical,পাকিদের বলছি রেন্ডিয়ার সাথে ফালতু জামেলা না করে মায়ানমারেরর নির্যাতিত রোহিঙ্গাদের সাহায্য করো।,3,3,"tensor([3.1419e-04, 6.4212e-04, 1.3336e-03, 9.9747e-01, 2.3848e-04],
       device='cuda:0')"
Personal,হিমেশ এবং অতিন্দ্র চক্রবর্তীর নিশ্চয়ই কোন স্বার্থ আছে না হলে এত ভালো ভালো গায়িকা থাকতে তাদের ভাইরাল করলেন না ওনারা রাস্তার একটা অকৃতজ্ঞ কে নিয়ে আদিখ্যেতা দেখালেনতাদের এরকম‌ই হ‌ওয়া উচিত ,0,0,"tensor([9.9483e-01, 6.3802e-04, 6.4915e-04, 8.2051e-04, 3.0669e-03],
       device='cuda:0')"
Political,"হেফাজত আন্দোলন করলে খুন করা হয়, আর নাস্তিকরা আন্দোলন করলে পুলিশ দিয়ে পাহারা দেয়া হয় ",1,1,"tensor([6.7209e-03, 7.0946e-01, 2.6848e-01, 1.4787e-02, 5.5428e-04],
       device='cuda:0')"
Religious,ঊর্বশীকে দেখে স্বমেহন (কবিরাজি বাংলায় হস্তমৈথুন) করতেন ব্রহ্মা।,2,0,"tensor([0.9490, 0.0024, 0.0351, 0.0027, 0.0110], device='cuda:0')"
Gender abusive,তুই মাগি ভিক্ষারি বুঝলি তুই আবার পর কে ভিক্ষারি বলছিস ,4,4,"tensor([0.1917, 0.0029, 0.0014, 0.0011, 0.8029], device='cuda:0')"
Religious, এই শালা মালাউনের দাদাল তুই। ,2,2,"tensor([1.3156e-04, 2.2524e-04, 9.9939e-01, 1.3436e-04, 1.2208e-04],
       device='cuda:0')"
Political,কাউয়া কাদের মনে করে কাউয়া কাদের চালাক কিন্তু নিজে পরে জানেনা সেই মাংস টুকরা কোথায় লুকিয়ে রাখছিলো।।,1,1,"tensor([0.2862, 0.7036, 0.0018, 0.0044, 0.0040], device='cuda:0')"
Personal,যা তো চুদির ব্যাটা ২০০ টাকায় চুদবে আবার কত নাটক চোদায় ,0,4,"tensor([1.6508e-03, 5.4443e-04, 1.9187e-04, 4.7031e-04, 9.9714e-01],
       device='cuda:0')"
Personal,চুল মডেল এইটা। দেখলেই রাগ উঠে।,0,0,"tensor([9.9175e-01, 1.6323e-03, 1.1304e-03, 6.4817e-04, 4.8354e-03],
       device='cuda:0')"
Geopolitical,বাংলাদেশ সরকার এ যুদ্বে নিহত ভারতীয়দের অর্থ দিবে সেটা ভালো কথা কিন্তু এ ভারতীয় সৈন্যরা বাংলাদেশ থেকে যে সম্পর লুট করেছে সেটা কি সরকার ফিরিয়ে আনবে? ফিরিয়ে আনবে কি হাজারো নিরাপরাধ ফেলানীর খুনের মুল্য? পারবে না সরকার মুলত এর মাধ্যমে ভারতীয় গোলামির পরীক্ষায় উৎত্তীর্ন হওয়ার চেষ্টা করছে,3,3,"tensor([9.1284e-04, 4.6457e-04, 1.5453e-04, 9.9803e-01, 4.3803e-04],
       device='cuda:0')"
Geopolitical,৯২% মুসলমানদের দেশ বাংলাদেশে আজ মুসলিমরাই আওয়ামীলীগ নাম কুকুর দ্বারা নির্যাতনের স্বীকার ,3,2,"tensor([0.0108, 0.0142, 0.5973, 0.3765, 0.0012], device='cuda:0')"
Political,স্বাধীনতার ঘোশনা কে দিয়েছিলো তোর বাপ তাহলে তুইতো তোর বাপের স্তান না রে সালা,1,1,"tensor([6.5254e-03, 9.8800e-01, 1.7763e-04, 4.2626e-03, 1.0336e-03],
       device='cuda:0')"
Religious, এই হিন্দুরা কাশ্মীরে মুসলিম এবং হায়দারাবাদে মুসলিম হত্যা করেছে । এটা তারা নিজেদের মুখেই স্বীকার করেছে । তাহলে প্রকৃত সংখ্যা হবে তার থেকে অনেক অনেক বেশী । কাশ্মীরের জম্মু ছিল মুসলিম সংখ্যাগরিষ্ঠ এলাকা । মুসলিমদের উপর গনহত্যা চালিয়ে সেটা হিন্দু সংখ্যাগরিষ্ঠ এলাকা বানিয়ে ফেলেছে । গুজরাটে মুসলিমকে পুড়িয়ে হত্যা করেছে । গুজরাটের মুসলিমদের ঘর বাড়ি আজও তাদের দখলে । গুজরাটের মুসলিম এমপিকে পর্যন্ত তারা জবাই করে হত্যা করেছে । এত বড় হারামজাদা জাতি এই হিন্দু মালাউনের বাচ্চারা । ,2,2,"tensor([3.7902e-04, 9.4118e-04, 9.9693e-01, 1.6088e-03, 1.4168e-04],
       device='cuda:0')"
Political,উনি রাজাকার কখন হলেন জামায়াতের আমির হওয়ার আগে এই কথা কেউ বলেননি নাটকে ও ছিনেমাতে যেবাবে চরিত্র তৈরি করা হয় এখানে ও তার প্রতি পলন দেখা যাচ্ছে,1,1,"tensor([4.4559e-03, 9.9177e-01, 7.7006e-04, 1.5984e-03, 1.4102e-03],
       device='cuda:0')"
Geopolitical,বিদেশী চেনেলে বাংলাদেশী এড বন্ধ করুন এবংসেই সাথে বিদেশী চেনেল গুলোও বন্ধ করলে দেশীয় চেনেলের মর্যাদা অনেক গুন বৃদ্ধি পাবে।একটু দেখেন ভারতে বাংলাদেশের একটা চেনেলও চলেনা অথচ বাংলাদেশে ভারতের প্রায় চেনেলই চলে।নিজের দেশের চেনেলের কোন খবর নাই অথচ বিদেশী চেনেলের আগ্রাসনে দেশ নষ্ট।মানে মায়ের চেয়ে মাসির দরদ বেশি।,3,3,"tensor([4.3747e-04, 1.8395e-03, 1.2055e-04, 9.9727e-01, 3.3500e-04],
       device='cuda:0')"
Religious,হযরত গৌতম বৌদ্ধ? তুরা কি গরু না ছাগল রে কাদিয়ানীর বাচ্চারা!,2,2,"tensor([5.0600e-04, 1.6064e-03, 9.9602e-01, 1.4630e-03, 4.0670e-04],
       device='cuda:0')"
Personal,ভাবচ্ছি দেখি আমি একদিন রাস্তার গরীব দরিদ্র মানুষের পাশে ঘুমিয়ে দেখবো আর মাথায় উকুন ঢুকে নাকি কোন প্রকার রোগ আমার হয় ,0,0,"tensor([9.9602e-01, 1.9685e-04, 1.1208e-03, 6.4311e-04, 2.0196e-03],
       device='cuda:0')"
Religious,প্লিজ সকল মুসলিম ভাইদের বলছি এই সমস্ত মালাউন শয়তান থেকে সাবধান,2,2,"tensor([7.3825e-04, 1.9696e-04, 9.9883e-01, 1.3486e-04, 1.0054e-04],
       device='cuda:0')"
Personal,ছোটবেলায় ভাবতাম এরা মারপিট করছে তাই থামানোর জন্য ঢিল মারতাম আজ এদের অভিশাপে আমি সিঙ্গেল ,0,0,"tensor([9.9846e-01, 3.2863e-04, 2.2910e-04, 6.7012e-04, 3.0820e-04],
       device='cuda:0')"
Religious, তোদের জন্য চিন বাঁশ রেডি করতাছে সময় মত তোদের পুটকির ভিতর ঢোকিয়ে দিবে শালা মালাউনের বাচ্চারা। ,2,2,"tensor([1.8511e-04, 2.7202e-04, 9.9918e-01, 2.4326e-04, 1.1519e-04],
       device='cuda:0')"
Religious,সময় টিভির মালিক যে হিন্দুদের বংশধর এটা সবাই জানে।,2,2,"tensor([1.3197e-02, 6.0127e-03, 9.7877e-01, 7.0889e-04, 1.3085e-03],
       device='cuda:0')"
Personal,মায়ের অনৈতিক কর্ম দেখায় শিশু সন্তান খুন,0,3,"tensor([3.6933e-02, 2.2482e-02, 8.7205e-04, 9.3795e-01, 1.7673e-03],
       device='cuda:0')"
Geopolitical,"সে একজন চোর অনুবাদ কর, হি ইজ এন ইন্ডিয়ান ",3,0,"tensor([0.4741, 0.0766, 0.0901, 0.3561, 0.0031], device='cuda:0')"
Gender abusive,খানকির পুলা জারজের বাচ্চারা বাংলাদেশে তোদের কি চুদা দিতে আসো। বাংলাদেশে ডুকলে তর মায়রে চুদমু। তোরা রক্ত চুষা যে দেশকে দরছ তাদের রক্ত শেষ না হয়া পর্যন্ত ছাড়ছ না।,4,4,"tensor([1.6062e-03, 2.6856e-03, 5.3713e-04, 2.3076e-03, 9.9286e-01],
       device='cuda:0')"
